Htno,Subcode,Subname,Internals,Grade,Credits
20B81A0381,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,20,F,0.0
20B81A0381,R2021033,PRODUCTION TECHNOLOGY,16,F,0.0
20B81A0382,R2021011,MATHEMATICS-III,17,F,0.0
20B81A0382,R2021031,MECHANICS OF SOLIDS,18,F,0.0
20B81A0383,R2021031,MECHANICS OF SOLIDS,13,E,3.0
20B81A0384,R2021031,MECHANICS OF SOLIDS,16,F,0.0
20B81A0384,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,20,F,0.0
20B81A0384,R2021033,PRODUCTION TECHNOLOGY,17,F,0.0
20B81A0384,R2021034,KINEMATICS OF MACHINERY,20,F,0.0
20B81A0387,R2021031,MECHANICS OF SOLIDS,11,E,3.0
20B81A0387,R2021034,KINEMATICS OF MACHINERY,13,F,0.0
20B81A0388,R2021011,MATHEMATICS-III,13,F,0.0
20B81A0388,R2021031,MECHANICS OF SOLIDS,14,F,0.0
20B81A0388,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,16,F,0.0
20B81A0388,R2021033,PRODUCTION TECHNOLOGY,15,E,3.0
20B81A0388,R2021034,KINEMATICS OF MACHINERY,13,F,0.0
20B81A0390,R2021031,MECHANICS OF SOLIDS,17,F,0.0
20B81A0390,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,19,F,0.0
20B81A0390,R2021034,KINEMATICS OF MACHINERY,15,F,0.0
20B81A0393,R2021031,MECHANICS OF SOLIDS,11,F,0.0
20B81A0393,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,24,F,0.0
20B81A0393,R2021033,PRODUCTION TECHNOLOGY,17,F,0.0
20B81A0393,R2021034,KINEMATICS OF MACHINERY,21,F,0.0
20B81A0394,R2021031,MECHANICS OF SOLIDS,17,E,3.0
20B81A0394,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,22,F,0.0
20B81A0394,R2021034,KINEMATICS OF MACHINERY,25,F,0.0
20B81A0395,R2021031,MECHANICS OF SOLIDS,14,E,3.0
20B81A0395,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,21,C,3.0
20B81A0396,R2021011,MATHEMATICS-III,16,E,3.0
20B81A0396,R2021031,MECHANICS OF SOLIDS,13,E,3.0
20B81A0396,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,19,D,3.0
20B81A0396,R2021033,PRODUCTION TECHNOLOGY,15,E,3.0
20B81A0396,R2021034,KINEMATICS OF MACHINERY,15,F,0.0
20B81A0397,R2021031,MECHANICS OF SOLIDS,16,E,3.0
20B81A0398,R2021031,MECHANICS OF SOLIDS,18,F,0.0
20B81A0398,R2021032,FLUID MECHANICS & HYDRAULIC MACHINES,20,F,0.0
20B81A0398,R2021033,PRODUCTION TECHNOLOGY,20,E,3.0
20B81A0401,R2021041,ELECTRONIC DEVICES AND CIRCUITS,17,E,3.0
20B81A0401,R2021043,SIGNALS AND SYSTEMS,20,E,3.0
20B81A0401,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,15,E,3.0
20B81A0403,R2021011,MATHEMATICS-III,16,ABSENT,0.0
20B81A0403,R2021041,ELECTRONIC DEVICES AND CIRCUITS,11,F,0.0
20B81A0403,R2021042,SWITCHING THEORY AND LOGIC DESIGN,19,F,0.0
20B81A0403,R2021043,SIGNALS AND SYSTEMS,16,F,0.0
20B81A0403,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,11,F,0.0
20B81A0403,R2021046,ELECTRONIC DEVICES AND CIRCUITS-LAB,6,F,0.0
20B81A0405,R2021042,SWITCHING THEORY AND LOGIC DESIGN,21,F,0.0
20B81A0405,R2021043,SIGNALS AND SYSTEMS,19,D,3.0
20B81A0405,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,16,E,3.0
20B81A0406,R2021042,SWITCHING THEORY AND LOGIC DESIGN,20,E,3.0
20B81A0406,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,19,D,3.0
20B81A0407,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,20,D,3.0
20B81A0408,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,23,D,3.0
20B81A0413,R2021041,ELECTRONIC DEVICES AND CIRCUITS,16,E,3.0
20B81A0413,R2021042,SWITCHING THEORY AND LOGIC DESIGN,22,F,0.0
20B81A0413,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,19,F,0.0
20B81A0416,R2021041,ELECTRONIC DEVICES AND CIRCUITS,19,F,0.0
20B81A0416,R2021042,SWITCHING THEORY AND LOGIC DESIGN,27,F,0.0
20B81A0416,R2021043,SIGNALS AND SYSTEMS,22,E,3.0
20B81A0416,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,21,E,3.0
20B81A0417,R2021042,SWITCHING THEORY AND LOGIC DESIGN,22,F,0.0
20B81A0419,R2021011,MATHEMATICS-III,18,F,0.0
20B81A0419,R2021041,ELECTRONIC DEVICES AND CIRCUITS,17,E,3.0
20B81A0423,R2021011,MATHEMATICS-III,19,F,0.0
20B81A0423,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,22,F,0.0
20B81A0426,R2021041,ELECTRONIC DEVICES AND CIRCUITS,13,F,0.0
20B81A0426,R2021042,SWITCHING THEORY AND LOGIC DESIGN,18,F,0.0
20B81A0426,R2021043,SIGNALS AND SYSTEMS,22,F,0.0
20B81A0426,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,18,F,0.0
20B81A0428,R2021041,ELECTRONIC DEVICES AND CIRCUITS,15,F,0.0
20B81A0428,R2021042,SWITCHING THEORY AND LOGIC DESIGN,23,F,0.0
20B81A0428,R2021043,SIGNALS AND SYSTEMS,23,F,0.0
20B81A0428,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,20,F,0.0
20B81A0430,R2021041,ELECTRONIC DEVICES AND CIRCUITS,20,E,3.0
20B81A0430,R2021042,SWITCHING THEORY AND LOGIC DESIGN,24,E,3.0
20B81A0430,R2021043,SIGNALS AND SYSTEMS,26,D,3.0
20B81A0430,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,19,E,3.0
20B81A0431,R2021011,MATHEMATICS-III,17,F,0.0
20B81A0431,R2021041,ELECTRONIC DEVICES AND CIRCUITS,15,F,0.0
20B81A0431,R2021042,SWITCHING THEORY AND LOGIC DESIGN,19,F,0.0
20B81A0431,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,14,F,0.0
20B81A0431,R2021046,ELECTRONIC DEVICES AND CIRCUITS-LAB,10,B,1.5
20B81A0432,R2021011,MATHEMATICS-III,23,F,0.0
20B81A0432,R2021041,ELECTRONIC DEVICES AND CIRCUITS,17,F,0.0
20B81A0432,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,21,F,0.0
20B81A0433,R2021042,SWITCHING THEORY AND LOGIC DESIGN,21,D,3.0
20B81A0436,R2021042,SWITCHING THEORY AND LOGIC DESIGN,27,C,3.0
20B81A0437,R2021042,SWITCHING THEORY AND LOGIC DESIGN,25,D,3.0
20B81A0439,R2021042,SWITCHING THEORY AND LOGIC DESIGN,23,D,3.0
20B81A0442,R2021042,SWITCHING THEORY AND LOGIC DESIGN,21,D,3.0
20B81A0442,R2021043,SIGNALS AND SYSTEMS,19,F,0.0
20B81A0443,R2021011,MATHEMATICS-III,17,F,0.0
20B81A0443,R2021041,ELECTRONIC DEVICES AND CIRCUITS,15,F,0.0
20B81A0443,R2021042,SWITCHING THEORY AND LOGIC DESIGN,20,F,0.0
20B81A0443,R2021043,SIGNALS AND SYSTEMS,17,F,0.0
20B81A0443,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,12,F,0.0
20B81A0448,R2021043,SIGNALS AND SYSTEMS,26,C,3.0
20B81A0448,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,22,D,3.0
20B81A0449,R2021041,ELECTRONIC DEVICES AND CIRCUITS,18,E,3.0
20B81A0449,R2021042,SWITCHING THEORY AND LOGIC DESIGN,26,D,3.0
20B81A0449,R2021043,SIGNALS AND SYSTEMS,28,D,3.0
20B81A0449,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,23,D,3.0
20B81A0451,R2021011,MATHEMATICS-III,22,ABSENT,0.0
20B81A0451,R2021041,ELECTRONIC DEVICES AND CIRCUITS,13,ABSENT,0.0
20B81A0451,R2021042,SWITCHING THEORY AND LOGIC DESIGN,23,ABSENT,0.0
20B81A0451,R2021043,SIGNALS AND SYSTEMS,17,ABSENT,0.0
20B81A0451,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,13,ABSENT,0.0
20B81A0451,R2021046,ELECTRONIC DEVICES AND CIRCUITS-LAB,6,ABSENT,0.0
20B81A0452,R2021042,SWITCHING THEORY AND LOGIC DESIGN,23,D,3.0
20B81A0452,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,23,D,3.0
20B81A0453,R2021011,MATHEMATICS-III,18,ABSENT,0.0
20B81A0453,R2021041,ELECTRONIC DEVICES AND CIRCUITS,17,F,0.0
20B81A0453,R2021042,SWITCHING THEORY AND LOGIC DESIGN,23,F,0.0
20B81A0453,R2021043,SIGNALS AND SYSTEMS,22,ABSENT,0.0
20B81A0453,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,19,D,3.0
20B81A0454,R2021042,SWITCHING THEORY AND LOGIC DESIGN,22,F,0.0
20B81A0455,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,23,C,3.0
20B81A0458,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,28,C,3.0
20B81A0459,R2021041,ELECTRONIC DEVICES AND CIRCUITS,14,E,3.0
20B81A0459,R2021043,SIGNALS AND SYSTEMS,21,F,0.0
20B81A0459,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,17,E,3.0
20B81A0462,R2021011,MATHEMATICS-III,20,ABSENT,0.0
20B81A0462,R2021041,ELECTRONIC DEVICES AND CIRCUITS,13,F,0.0
20B81A0462,R2021042,SWITCHING THEORY AND LOGIC DESIGN,18,F,0.0
20B81A0462,R2021043,SIGNALS AND SYSTEMS,19,F,0.0
20B81A0462,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,19,F,0.0
20B81A0464,R2021042,SWITCHING THEORY AND LOGIC DESIGN,25,D,3.0
20B81A0465,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,22,D,3.0
20B81A0466,R2021042,SWITCHING THEORY AND LOGIC DESIGN,22,F,0.0
20B81A0466,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,20,F,0.0
20B81A0467,R2021011,MATHEMATICS-III,21,F,0.0
20B81A0467,R2021041,ELECTRONIC DEVICES AND CIRCUITS,16,F,0.0
20B81A0467,R2021042,SWITCHING THEORY AND LOGIC DESIGN,18,F,0.0
20B81A0467,R2021043,SIGNALS AND SYSTEMS,23,F,0.0
20B81A0467,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,20,F,0.0
20B81A0467,R2021046,ELECTRONIC DEVICES AND CIRCUITS-LAB,10,ABSENT,0.0
20B81A0470,R2021041,ELECTRONIC DEVICES AND CIRCUITS,19,E,3.0
20B81A0470,R2021042,SWITCHING THEORY AND LOGIC DESIGN,24,F,0.0
20B81A0470,R2021043,SIGNALS AND SYSTEMS,22,F,0.0
20B81A0470,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,22,F,0.0
20B81A0471,R2021042,SWITCHING THEORY AND LOGIC DESIGN,28,D,3.0
20B81A0471,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,26,ABSENT,0.0
20B81A0472,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,26,D,3.0
20B81A0478,R2021042,SWITCHING THEORY AND LOGIC DESIGN,23,F,0.0
20B81A0478,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,19,D,3.0
20B81A0479,R2021011,MATHEMATICS-III,23,F,0.0
20B81A0479,R2021041,ELECTRONIC DEVICES AND CIRCUITS,18,F,0.0
20B81A0479,R2021042,SWITCHING THEORY AND LOGIC DESIGN,24,F,0.0
20B81A0479,R2021043,SIGNALS AND SYSTEMS,18,F,0.0
20B81A0479,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,23,F,0.0
20B81A0480,R2021041,ELECTRONIC DEVICES AND CIRCUITS,18,E,3.0
20B81A0480,R2021042,SWITCHING THEORY AND LOGIC DESIGN,25,F,0.0
20B81A0480,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,22,D,3.0
20B81A0485,R2021043,SIGNALS AND SYSTEMS,26,C,3.0
20B81A0485,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,24,B,3.0
20B81A0490,R2021041,ELECTRONIC DEVICES AND CIRCUITS,23,D,3.0
20B81A0490,R2021043,SIGNALS AND SYSTEMS,27,D,3.0
20B81A0491,R2021042,SWITCHING THEORY AND LOGIC DESIGN,30,D,3.0
20B81A0497,R2021011,MATHEMATICS-III,17,F,0.0
20B81A0497,R2021041,ELECTRONIC DEVICES AND CIRCUITS,9,F,0.0
20B81A0497,R2021042,SWITCHING THEORY AND LOGIC DESIGN,14,F,0.0
20B81A0499,R2021042,SWITCHING THEORY AND LOGIC DESIGN,24,F,0.0
20B81A0499,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,20,D,3.0
20B81A04A3,R2021011,MATHEMATICS-III,29,F,0.0
20B81A04A3,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,27,C,3.0
20B81A04A7,R2021042,SWITCHING THEORY AND LOGIC DESIGN,17,F,0.0
20B81A04A7,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,17,E,3.0
20B81A04A8,R2021011,MATHEMATICS-III,24,F,0.0
20B81A04A8,R2021043,SIGNALS AND SYSTEMS,17,F,0.0
20B81A04A8,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,16,F,0.0
20B81A04A9,R2021011,MATHEMATICS-III,23,F,0.0
20B81A04A9,R2021041,ELECTRONIC DEVICES AND CIRCUITS,9,F,0.0
20B81A04A9,R2021042,SWITCHING THEORY AND LOGIC DESIGN,14,F,0.0
20B81A04B5,R2021042,SWITCHING THEORY AND LOGIC DESIGN,27,F,0.0
20B81A04B5,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,22,F,0.0
20B81A04B6,R2021011,MATHEMATICS-III,22,F,0.0
20B81A04B6,R2021042,SWITCHING THEORY AND LOGIC DESIGN,20,F,0.0
20B81A04B7,R2021042,SWITCHING THEORY AND LOGIC DESIGN,18,F,0.0
20B81A04B7,R2021043,SIGNALS AND SYSTEMS,14,F,0.0
20B81A04B7,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,18,E,3.0
20B81A04B7,R2021045,OOPS THROUGH JAVA LAB,11,B,1.5
20B81A04B7,R2021046,ELECTRONIC DEVICES AND CIRCUITS-LAB,9,F,0.0
20B81A04C2,R2021043,SIGNALS AND SYSTEMS,16,ABSENT,0.0
20B81A04C2,R2021046,ELECTRONIC DEVICES AND CIRCUITS-LAB,10,B,1.5
20B81A04C3,R2021043,SIGNALS AND SYSTEMS,26,D,3.0
20B81A04C3,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,26,C,3.0
20B81A04C5,R2021011,MATHEMATICS-III,23,F,0.0
20B81A04C5,R2021042,SWITCHING THEORY AND LOGIC DESIGN,23,F,0.0
20B81A04C5,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,15,E,3.0
20B81A04C7,R2021042,SWITCHING THEORY AND LOGIC DESIGN,21,F,0.0
20B81A04C7,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,23,C,3.0
20B81A04C8,R2021011,MATHEMATICS-III,25,F,0.0
20B81A04C8,R2021042,SWITCHING THEORY AND LOGIC DESIGN,22,F,0.0
20B81A04C8,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,26,C,3.0
20B81A04C9,R2021042,SWITCHING THEORY AND LOGIC DESIGN,22,D,3.0
20B81A04C9,R2021043,SIGNALS AND SYSTEMS,17,E,3.0
20B81A04C9,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,19,D,3.0
20B81A04D1,R2021041,ELECTRONIC DEVICES AND CIRCUITS,25,D,3.0
20B81A04D1,R2021042,SWITCHING THEORY AND LOGIC DESIGN,22,F,0.0
20B81A04D1,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,25,D,3.0
20B81A04D1,R2021046,ELECTRONIC DEVICES AND CIRCUITS-LAB,8,C,1.5
20B81A04D2,R2021011,MATHEMATICS-III,18,ABSENT,0.0
20B81A04D2,R2021041,ELECTRONIC DEVICES AND CIRCUITS,16,F,0.0
20B81A04D2,R2021042,SWITCHING THEORY AND LOGIC DESIGN,19,F,0.0
20B81A04D2,R2021043,SIGNALS AND SYSTEMS,18,F,0.0
20B81A04D2,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,19,F,0.0
20B81A04D2,R2021046,ELECTRONIC DEVICES AND CIRCUITS-LAB,9,B,1.5
20B81A04D3,R2021042,SWITCHING THEORY AND LOGIC DESIGN,14,F,0.0
20B81A04D3,R2021043,SIGNALS AND SYSTEMS,17,F,0.0
20B81A04D3,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,14,F,0.0
20B81A04D4,R2021011,MATHEMATICS-III,22,F,0.0
20B81A04D5,R2021011,MATHEMATICS-III,23,F,0.0
20B81A04D5,R2021042,SWITCHING THEORY AND LOGIC DESIGN,25,D,3.0
20B81A04D5,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,29,C,3.0
20B81A04D8,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,26,D,3.0
20B81A04D9,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,24,D,3.0
20B81A04E0,R2021042,SWITCHING THEORY AND LOGIC DESIGN,22,ABSENT,0.0
20B81A04E0,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,21,F,0.0
20B81A04E3,R2021042,SWITCHING THEORY AND LOGIC DESIGN,25,D,3.0
20B81A04E4,R2021042,SWITCHING THEORY AND LOGIC DESIGN,24,D,3.0
20B81A04F3,R2021042,SWITCHING THEORY AND LOGIC DESIGN,25,E,3.0
20B81A04F4,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,26,C,3.0
20B81A04F7,R2021043,SIGNALS AND SYSTEMS,25,D,3.0
20B81A04F7,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,27,B,3.0
20B81A04G0,R2021011,MATHEMATICS-III,25,F,0.0
20B81A04G0,R2021041,ELECTRONIC DEVICES AND CIRCUITS,18,F,0.0
20B81A04G0,R2021042,SWITCHING THEORY AND LOGIC DESIGN,24,F,0.0
20B81A04G0,R2021043,SIGNALS AND SYSTEMS,20,F,0.0
20B81A04G0,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,23,F,0.0
20B81A04G1,R2021041,ELECTRONIC DEVICES AND CIRCUITS,16,F,0.0
20B81A04G1,R2021042,SWITCHING THEORY AND LOGIC DESIGN,22,D,3.0
20B81A04G1,R2021043,SIGNALS AND SYSTEMS,17,F,0.0
20B81A04G1,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,20,F,0.0
20B81A04G3,R2021011,MATHEMATICS-III,25,F,0.0
20B81A04G3,R2021041,ELECTRONIC DEVICES AND CIRCUITS,17,F,0.0
20B81A04G3,R2021042,SWITCHING THEORY AND LOGIC DESIGN,23,F,0.0
20B81A04G3,R2021043,SIGNALS AND SYSTEMS,18,F,0.0
20B81A04G3,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,23,F,0.0
20B81A04G6,R2021042,SWITCHING THEORY AND LOGIC DESIGN,26,F,0.0
20B81A04G6,R2021043,SIGNALS AND SYSTEMS,27,C,3.0
20B81A04G9,R2021011,MATHEMATICS-III,27,F,0.0
20B81A04G9,R2021041,ELECTRONIC DEVICES AND CIRCUITS,23,F,0.0
20B81A04G9,R2021042,SWITCHING THEORY AND LOGIC DESIGN,24,F,0.0
20B81A04G9,R2021043,SIGNALS AND SYSTEMS,24,F,0.0
20B81A04G9,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,23,F,0.0
20B81A04H0,R2021043,SIGNALS AND SYSTEMS,23,D,3.0
20B81A04H1,R2021041,ELECTRONIC DEVICES AND CIRCUITS,21,D,3.0
20B81A04H4,R2021042,SWITCHING THEORY AND LOGIC DESIGN,26,F,0.0
20B81A04H7,R2021011,MATHEMATICS-III,24,F,0.0
20B81A04H7,R2021042,SWITCHING THEORY AND LOGIC DESIGN,22,ABSENT,0.0
20B81A04H7,R2021043,SIGNALS AND SYSTEMS,16,ABSENT,0.0
20B81A04H7,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,19,ABSENT,0.0
20B81A04H9,R2021042,SWITCHING THEORY AND LOGIC DESIGN,22,F,0.0
20B81A04H9,R2021043,SIGNALS AND SYSTEMS,19,F,0.0
20B81A04H9,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,20,F,0.0
20B81A04I1,R2021042,SWITCHING THEORY AND LOGIC DESIGN,24,F,0.0
20B81A04I2,R2021043,SIGNALS AND SYSTEMS,23,ABSENT,0.0
20B81A04I2,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,22,D,3.0
20B81A04I3,R2021043,SIGNALS AND SYSTEMS,20,E,3.0
20B81A04I4,R2021041,ELECTRONIC DEVICES AND CIRCUITS,19,ABSENT,0.0
20B81A04I4,R2021043,SIGNALS AND SYSTEMS,19,F,0.0
20B81A04I4,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,19,F,0.0
20B81A04I5,R2021041,ELECTRONIC DEVICES AND CIRCUITS,16,F,0.0
20B81A04I5,R2021043,SIGNALS AND SYSTEMS,26,F,0.0
20B81A04I6,R2021011,MATHEMATICS-III,23,F,0.0
20B81A04I6,R2021043,SIGNALS AND SYSTEMS,22,D,3.0
20B81A04I6,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,19,F,0.0
20B81A0509,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,25,F,0.0
20B81A0512,R2021011,MATHEMATICS-III,6,F,0.0
20B81A0512,R2021051,OBJECT ORIENTED PROGRAMMING THROUGH C++,13,ABSENT,0.0
20B81A0512,R2021052,OPERATING SYSTEMS,20,F,0.0
20B81A0512,R2021053,SOFTWARE ENGINEERING,19,ABSENT,0.0
20B81A0512,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,18,F,0.0
20B81A0518,R2021011,MATHEMATICS-III,28,B,3.0
20B81A0523,R2021011,MATHEMATICS-III,17,F,0.0
20B81A0523,R2021051,OBJECT ORIENTED PROGRAMMING THROUGH C++,25,F,0.0
20B81A0523,R2021052,OPERATING SYSTEMS,17,F,0.0
20B81A0523,R2021053,SOFTWARE ENGINEERING,18,F,0.0
20B81A0523,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,22,F,0.0
20B81A0526,R2021011,MATHEMATICS-III,22,F,0.0
20B81A0526,R2021051,OBJECT ORIENTED PROGRAMMING THROUGH C++,26,C,3.0
20B81A0526,R2021052,OPERATING SYSTEMS,22,F,0.0
20B81A0527,R2021011,MATHEMATICS-III,26,F,0.0
20B81A0527,R2021052,OPERATING SYSTEMS,24,E,3.0
20B81A0527,R2021053,SOFTWARE ENGINEERING,24,E,3.0
20B81A0528,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,27,A,3.0
20B81A0531,R2021011,MATHEMATICS-III,18,E,3.0
20B81A0531,R2021051,OBJECT ORIENTED PROGRAMMING THROUGH C++,19,D,3.0
20B81A0531,R2021052,OPERATING SYSTEMS,20,F,0.0
20B81A0531,R2021053,SOFTWARE ENGINEERING,16,E,3.0
20B81A0531,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,14,E,3.0
20B81A0535,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,26,D,3.0
20B81A0536,R2021011,MATHEMATICS-III,17,E,3.0
20B81A0536,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,25,F,0.0
20B81A0540,R2021011,MATHEMATICS-III,26,F,0.0
20B81A0540,R2021053,SOFTWARE ENGINEERING,29,D,3.0
20B81A0540,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,27,F,0.0
20B81A0542,R2021011,MATHEMATICS-III,24,F,0.0
20B81A0542,R2021051,OBJECT ORIENTED PROGRAMMING THROUGH C++,24,D,3.0
20B81A0546,R2021011,MATHEMATICS-III,24,F,0.0
20B81A0549,R2021011,MATHEMATICS-III,20,F,0.0
20B81A0549,R2021053,SOFTWARE ENGINEERING,18,E,3.0
20B81A0549,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,26,F,0.0
20B81A0562,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,28,A+,3.0
20B81A0563,R2021052,OPERATING SYSTEMS,24,F,0.0
20B81A0568,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,24,F,0.0
20B81A0572,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,28,C,3.0
20B81A0577,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,25,C,3.0
20B81A0581,R2021052,OPERATING SYSTEMS,23,F,0.0
20B81A0581,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,19,F,0.0
20B81A0589,R2021011,MATHEMATICS-III,22,F,0.0
20B81A0589,R2021051,OBJECT ORIENTED PROGRAMMING THROUGH C++,29,C,3.0
20B81A0589,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,26,D,3.0
20B81A0593,R2021011,MATHEMATICS-III,23,F,0.0
20B81A0594,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,27,D,3.0
20B81A0595,R2021051,OBJECT ORIENTED PROGRAMMING THROUGH C++,29,F,0.0
20B81A0595,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,26,F,0.0
20B81A0597,R2021011,MATHEMATICS-III,28,F,0.0
20B81A0597,R2021051,OBJECT ORIENTED PROGRAMMING THROUGH C++,28,C,3.0
20B81A0597,R2021052,OPERATING SYSTEMS,27,F,0.0
20B81A0597,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,26,D,3.0
20B81A0599,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,27,F,0.0
20B81A05A5,R2021011,MATHEMATICS-III,22,F,0.0
20B81A05A5,R2021051,OBJECT ORIENTED PROGRAMMING THROUGH C++,26,D,3.0
20B81A05A5,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,23,F,0.0
20B81A05B7,R2021052,OPERATING SYSTEMS,20,D,3.0
20B81A05B7,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,22,F,0.0
20B81A05C0,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,27,C,3.0
20B81A05C2,R2021052,OPERATING SYSTEMS,26,D,3.0
20B81A05C3,R2021052,OPERATING SYSTEMS,27,C,3.0
20B81A05C4,R2021052,OPERATING SYSTEMS,26,D,3.0
20B81A05C5,R2021011,MATHEMATICS-III,18,F,0.0
20B81A05C5,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,25,F,0.0
20B81A05C8,R2021052,OPERATING SYSTEMS,24,D,3.0
20B81A05D0,R2021011,MATHEMATICS-III,12,F,0.0
