Htno,Subcode,Subname,Internals,Grade,Credits
20B81A0494,R2022044,LINEAR CONTROL SYSTEMS,26,D,3.0
20B81A0494,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,27,C,3.0
20B81A0494,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,14,A+,1.5
20B81A0494,R2022047,ANALOG COMMUNICATIONS LAB,13,A,1.5
20B81A0494,R2022048,DIGITAL IC DESIGN LAB,13,A+,1.5
20B81A0494,R2022049,SOFT SKILLS,0,A,2.0
20B81A0494,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A0495,R2022041,ELECTRONIC CIRCUIT ANALYSIS,23,D,3.0
20B81A0495,R2022042,DIGITAL IC DESIGN,24,C,3.0
20B81A0495,R2022043,ANALOG COMMUNICATIONS,26,C,3.0
20B81A0495,R2022044,LINEAR CONTROL SYSTEMS,26,C,3.0
20B81A0495,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,25,C,3.0
20B81A0495,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,14,A+,1.5
20B81A0495,R2022047,ANALOG COMMUNICATIONS LAB,13,A,1.5
20B81A0495,R2022048,DIGITAL IC DESIGN LAB,13,A+,1.5
20B81A0495,R2022049,SOFT SKILLS,0,A+,2.0
20B81A0495,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A0496,R2022041,ELECTRONIC CIRCUIT ANALYSIS,20,C,3.0
20B81A0496,R2022042,DIGITAL IC DESIGN,25,A,3.0
20B81A0496,R2022043,ANALOG COMMUNICATIONS,28,C,3.0
20B81A0496,R2022044,LINEAR CONTROL SYSTEMS,26,C,3.0
20B81A0496,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,30,B,3.0
20B81A0496,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,14,A+,1.5
20B81A0496,R2022047,ANALOG COMMUNICATIONS LAB,13,A,1.5
20B81A0496,R2022048,DIGITAL IC DESIGN LAB,15,A+,1.5
20B81A0496,R2022049,SOFT SKILLS,0,A+,2.0
20B81A0496,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A0497,R2022041,ELECTRONIC CIRCUIT ANALYSIS,8,F,0.0
20B81A0497,R2022042,DIGITAL IC DESIGN,10,F,0.0
20B81A0497,R2022043,ANALOG COMMUNICATIONS,5,F,0.0
20B81A0497,R2022044,LINEAR CONTROL SYSTEMS,7,F,0.0
20B81A0497,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,6,F,0.0
20B81A0497,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,0,ABSENT,0.0
20B81A0497,R2022047,ANALOG COMMUNICATIONS LAB,8,ABSENT,0.0
20B81A0497,R2022048,DIGITAL IC DESIGN LAB,9,ABSENT,0.0
20B81A0497,R2022049,SOFT SKILLS,0,ABSENT,0.0
20B81A0497,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A0498,R2022041,ELECTRONIC CIRCUIT ANALYSIS,15,D,3.0
20B81A0498,R2022042,DIGITAL IC DESIGN,22,D,3.0
20B81A0498,R2022043,ANALOG COMMUNICATIONS,22,C,3.0
20B81A0498,R2022044,LINEAR CONTROL SYSTEMS,14,E,3.0
20B81A0498,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,21,D,3.0
20B81A0498,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,12,B,1.5
20B81A0498,R2022047,ANALOG COMMUNICATIONS LAB,12,A,1.5
20B81A0498,R2022048,DIGITAL IC DESIGN LAB,10,B,1.5
20B81A0498,R2022049,SOFT SKILLS,0,A,2.0
20B81A0498,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A0499,R2022041,ELECTRONIC CIRCUIT ANALYSIS,18,E,3.0
20B81A0499,R2022042,DIGITAL IC DESIGN,21,D,3.0
20B81A0499,R2022043,ANALOG COMMUNICATIONS,23,E,3.0
20B81A0499,R2022044,LINEAR CONTROL SYSTEMS,16,C,3.0
20B81A0499,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,19,D,3.0
20B81A0499,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,13,A,1.5
20B81A0499,R2022047,ANALOG COMMUNICATIONS LAB,12,A,1.5
20B81A0499,R2022048,DIGITAL IC DESIGN LAB,14,B,1.5
20B81A0499,R2022049,SOFT SKILLS,0,A,2.0
20B81A0499,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04A0,R2022041,ELECTRONIC CIRCUIT ANALYSIS,22,B,3.0
20B81A04A0,R2022042,DIGITAL IC DESIGN,25,C,3.0
20B81A04A0,R2022043,ANALOG COMMUNICATIONS,28,D,3.0
20B81A04A0,R2022044,LINEAR CONTROL SYSTEMS,23,D,3.0
20B81A04A0,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,27,B,3.0
20B81A04A0,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,14,A+,1.5
20B81A04A0,R2022047,ANALOG COMMUNICATIONS LAB,11,A,1.5
20B81A04A0,R2022048,DIGITAL IC DESIGN LAB,14,B,1.5
20B81A04A0,R2022049,SOFT SKILLS,0,A+,2.0
20B81A04A0,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04A2,R2022041,ELECTRONIC CIRCUIT ANALYSIS,15,F,0.0
20B81A04A2,R2022042,DIGITAL IC DESIGN,17,D,3.0
20B81A04A2,R2022043,ANALOG COMMUNICATIONS,27,F,0.0
20B81A04A2,R2022044,LINEAR CONTROL SYSTEMS,20,D,3.0
20B81A04A2,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,27,C,3.0
20B81A04A2,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,14,A,1.5
20B81A04A2,R2022047,ANALOG COMMUNICATIONS LAB,13,A,1.5
20B81A04A2,R2022048,DIGITAL IC DESIGN LAB,13,A,1.5
20B81A04A2,R2022049,SOFT SKILLS,0,A+,2.0
20B81A04A2,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04A3,R2022041,ELECTRONIC CIRCUIT ANALYSIS,17,E,3.0
20B81A04A3,R2022042,DIGITAL IC DESIGN,19,E,3.0
20B81A04A3,R2022043,ANALOG COMMUNICATIONS,25,F,0.0
20B81A04A3,R2022044,LINEAR CONTROL SYSTEMS,24,F,0.0
20B81A04A3,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,28,C,3.0
20B81A04A3,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,13,A,1.5
20B81A04A3,R2022047,ANALOG COMMUNICATIONS LAB,13,A,1.5
20B81A04A3,R2022048,DIGITAL IC DESIGN LAB,13,A,1.5
20B81A04A3,R2022049,SOFT SKILLS,0,A+,2.0
20B81A04A3,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04A4,R2022041,ELECTRONIC CIRCUIT ANALYSIS,24,C,3.0
20B81A04A4,R2022042,DIGITAL IC DESIGN,24,C,3.0
20B81A04A4,R2022043,ANALOG COMMUNICATIONS,25,D,3.0
20B81A04A4,R2022044,LINEAR CONTROL SYSTEMS,25,A+,3.0
20B81A04A4,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,27,B,3.0
20B81A04A4,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,14,A+,1.5
20B81A04A4,R2022047,ANALOG COMMUNICATIONS LAB,12,A,1.5
20B81A04A4,R2022048,DIGITAL IC DESIGN LAB,13,A+,1.5
20B81A04A4,R2022049,SOFT SKILLS,0,A+,2.0
20B81A04A4,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04A5,R2022041,ELECTRONIC CIRCUIT ANALYSIS,23,D,3.0
20B81A04A5,R2022042,DIGITAL IC DESIGN,20,B,3.0
20B81A04A5,R2022043,ANALOG COMMUNICATIONS,28,D,3.0
20B81A04A5,R2022044,LINEAR CONTROL SYSTEMS,22,D,3.0
20B81A04A5,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,27,B,3.0
20B81A04A5,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,14,A,1.5
20B81A04A5,R2022047,ANALOG COMMUNICATIONS LAB,12,A,1.5
20B81A04A5,R2022048,DIGITAL IC DESIGN LAB,14,A+,1.5
20B81A04A5,R2022049,SOFT SKILLS,0,A,2.0
20B81A04A5,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04A6,R2022041,ELECTRONIC CIRCUIT ANALYSIS,22,E,3.0
20B81A04A6,R2022042,DIGITAL IC DESIGN,24,C,3.0
20B81A04A6,R2022043,ANALOG COMMUNICATIONS,23,D,3.0
20B81A04A6,R2022044,LINEAR CONTROL SYSTEMS,24,C,3.0
20B81A04A6,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,26,D,3.0
20B81A04A6,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,14,A,1.5
20B81A04A6,R2022047,ANALOG COMMUNICATIONS LAB,12,A,1.5
20B81A04A6,R2022048,DIGITAL IC DESIGN LAB,13,A+,1.5
20B81A04A6,R2022049,SOFT SKILLS,0,A+,2.0
20B81A04A6,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04A7,R2022041,ELECTRONIC CIRCUIT ANALYSIS,15,F,0.0
20B81A04A7,R2022042,DIGITAL IC DESIGN,15,F,0.0
20B81A04A7,R2022043,ANALOG COMMUNICATIONS,17,E,3.0
20B81A04A7,R2022044,LINEAR CONTROL SYSTEMS,16,E,3.0
20B81A04A7,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,23,D,3.0
20B81A04A7,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,12,B,1.5
20B81A04A7,R2022047,ANALOG COMMUNICATIONS LAB,13,A,1.5
20B81A04A7,R2022048,DIGITAL IC DESIGN LAB,11,B,1.5
20B81A04A7,R2022049,SOFT SKILLS,0,A+,2.0
20B81A04A7,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04A8,R2022041,ELECTRONIC CIRCUIT ANALYSIS,11,F,0.0
20B81A04A8,R2022042,DIGITAL IC DESIGN,18,D,3.0
20B81A04A8,R2022043,ANALOG COMMUNICATIONS,16,D,3.0
20B81A04A8,R2022044,LINEAR CONTROL SYSTEMS,18,E,3.0
20B81A04A8,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,25,C,3.0
20B81A04A8,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,13,B,1.5
20B81A04A8,R2022047,ANALOG COMMUNICATIONS LAB,12,A,1.5
20B81A04A8,R2022048,DIGITAL IC DESIGN LAB,9,B,1.5
20B81A04A8,R2022049,SOFT SKILLS,0,A+,2.0
20B81A04A8,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04A9,R2022041,ELECTRONIC CIRCUIT ANALYSIS,9,F,0.0
20B81A04A9,R2022042,DIGITAL IC DESIGN,13,F,0.0
20B81A04A9,R2022043,ANALOG COMMUNICATIONS,14,F,0.0
20B81A04A9,R2022044,LINEAR CONTROL SYSTEMS,15,F,0.0
20B81A04A9,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,18,E,3.0
20B81A04A9,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,0,E,1.5
20B81A04A9,R2022047,ANALOG COMMUNICATIONS LAB,12,A,1.5
20B81A04A9,R2022048,DIGITAL IC DESIGN LAB,9,E,1.5
20B81A04A9,R2022049,SOFT SKILLS,0,A,2.0
20B81A04A9,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04B0,R2022041,ELECTRONIC CIRCUIT ANALYSIS,21,D,3.0
20B81A04B0,R2022042,DIGITAL IC DESIGN,27,C,3.0
20B81A04B0,R2022043,ANALOG COMMUNICATIONS,28,C,3.0
20B81A04B0,R2022044,LINEAR CONTROL SYSTEMS,28,A,3.0
20B81A04B0,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,29,C,3.0
20B81A04B0,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,14,A+,1.5
20B81A04B0,R2022047,ANALOG COMMUNICATIONS LAB,11,A,1.5
20B81A04B0,R2022048,DIGITAL IC DESIGN LAB,15,A+,1.5
20B81A04B0,R2022049,SOFT SKILLS,0,A+,2.0
20B81A04B0,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04B2,R2022041,ELECTRONIC CIRCUIT ANALYSIS,23,C,3.0
20B81A04B2,R2022042,DIGITAL IC DESIGN,28,B,3.0
20B81A04B2,R2022043,ANALOG COMMUNICATIONS,30,A,3.0
20B81A04B2,R2022044,LINEAR CONTROL SYSTEMS,28,C,3.0
20B81A04B2,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,28,B,3.0
20B81A04B2,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,15,A+,1.5
20B81A04B2,R2022047,ANALOG COMMUNICATIONS LAB,11,B,1.5
20B81A04B2,R2022048,DIGITAL IC DESIGN LAB,14,A+,1.5
20B81A04B2,R2022049,SOFT SKILLS,0,A+,2.0
20B81A04B2,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04B3,R2022041,ELECTRONIC CIRCUIT ANALYSIS,21,D,3.0
20B81A04B3,R2022042,DIGITAL IC DESIGN,27,B,3.0
20B81A04B3,R2022043,ANALOG COMMUNICATIONS,24,C,3.0
20B81A04B3,R2022044,LINEAR CONTROL SYSTEMS,25,B,3.0
20B81A04B3,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,26,C,3.0
20B81A04B3,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,15,A+,1.5
20B81A04B3,R2022047,ANALOG COMMUNICATIONS LAB,11,B,1.5
20B81A04B3,R2022048,DIGITAL IC DESIGN LAB,15,A+,1.5
20B81A04B3,R2022049,SOFT SKILLS,0,A,2.0
20B81A04B3,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04B4,R2022041,ELECTRONIC CIRCUIT ANALYSIS,18,E,3.0
20B81A04B4,R2022042,DIGITAL IC DESIGN,23,D,3.0
20B81A04B4,R2022043,ANALOG COMMUNICATIONS,23,D,3.0
20B81A04B4,R2022044,LINEAR CONTROL SYSTEMS,20,D,3.0
20B81A04B4,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,24,E,3.0
20B81A04B4,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,12,B,1.5
20B81A04B4,R2022047,ANALOG COMMUNICATIONS LAB,11,B,1.5
20B81A04B4,R2022048,DIGITAL IC DESIGN LAB,12,A,1.5
20B81A04B4,R2022049,SOFT SKILLS,0,A,2.0
20B81A04B4,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04B5,R2022041,ELECTRONIC CIRCUIT ANALYSIS,12,E,3.0
20B81A04B5,R2022042,DIGITAL IC DESIGN,24,D,3.0
20B81A04B5,R2022043,ANALOG COMMUNICATIONS,22,E,3.0
20B81A04B5,R2022044,LINEAR CONTROL SYSTEMS,19,E,3.0
20B81A04B5,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,25,C,3.0
20B81A04B5,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,12,B,1.5
20B81A04B5,R2022047,ANALOG COMMUNICATIONS LAB,11,B,1.5
20B81A04B5,R2022048,DIGITAL IC DESIGN LAB,10,B,1.5
20B81A04B5,R2022049,SOFT SKILLS,0,A,2.0
20B81A04B5,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04B6,R2022041,ELECTRONIC CIRCUIT ANALYSIS,10,E,3.0
20B81A04B6,R2022042,DIGITAL IC DESIGN,14,F,0.0
20B81A04B6,R2022043,ANALOG COMMUNICATIONS,21,C,3.0
20B81A04B6,R2022044,LINEAR CONTROL SYSTEMS,13,E,3.0
20B81A04B6,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,22,D,3.0
20B81A04B6,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,12,B,1.5
20B81A04B6,R2022047,ANALOG COMMUNICATIONS LAB,11,A,1.5
20B81A04B6,R2022048,DIGITAL IC DESIGN LAB,11,B,1.5
20B81A04B6,R2022049,SOFT SKILLS,0,A,2.0
20B81A04B6,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04B7,R2022041,ELECTRONIC CIRCUIT ANALYSIS,9,E,3.0
20B81A04B7,R2022042,DIGITAL IC DESIGN,15,E,3.0
20B81A04B7,R2022043,ANALOG COMMUNICATIONS,15,F,0.0
20B81A04B7,R2022044,LINEAR CONTROL SYSTEMS,12,E,3.0
20B81A04B7,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,15,D,3.0
20B81A04B7,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,11,B,1.5
20B81A04B7,R2022047,ANALOG COMMUNICATIONS LAB,12,A,1.5
20B81A04B7,R2022048,DIGITAL IC DESIGN LAB,10,B,1.5
20B81A04B7,R2022049,SOFT SKILLS,0,A,2.0
20B81A04B7,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04B8,R2022041,ELECTRONIC CIRCUIT ANALYSIS,22,C,3.0
20B81A04B8,R2022042,DIGITAL IC DESIGN,23,B,3.0
20B81A04B8,R2022043,ANALOG COMMUNICATIONS,27,D,3.0
20B81A04B8,R2022044,LINEAR CONTROL SYSTEMS,21,D,3.0
20B81A04B8,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,26,B,3.0
20B81A04B8,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,15,A+,1.5
20B81A04B8,R2022047,ANALOG COMMUNICATIONS LAB,13,A,1.5
20B81A04B8,R2022048,DIGITAL IC DESIGN LAB,14,A+,1.5
20B81A04B8,R2022049,SOFT SKILLS,0,A,2.0
20B81A04B8,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04B9,R2022041,ELECTRONIC CIRCUIT ANALYSIS,21,C,3.0
20B81A04B9,R2022042,DIGITAL IC DESIGN,27,B,3.0
20B81A04B9,R2022043,ANALOG COMMUNICATIONS,29,A,3.0
20B81A04B9,R2022044,LINEAR CONTROL SYSTEMS,26,C,3.0
20B81A04B9,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,28,C,3.0
20B81A04B9,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,15,A+,1.5
20B81A04B9,R2022047,ANALOG COMMUNICATIONS LAB,12,A,1.5
20B81A04B9,R2022048,DIGITAL IC DESIGN LAB,15,A+,1.5
20B81A04B9,R2022049,SOFT SKILLS,0,A+,2.0
20B81A04B9,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04C0,R2022041,ELECTRONIC CIRCUIT ANALYSIS,22,C,3.0
20B81A04C0,R2022042,DIGITAL IC DESIGN,22,D,3.0
20B81A04C0,R2022043,ANALOG COMMUNICATIONS,26,B,3.0
20B81A04C0,R2022044,LINEAR CONTROL SYSTEMS,26,D,3.0
20B81A04C0,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,28,C,3.0
20B81A04C0,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,15,A,1.5
20B81A04C0,R2022047,ANALOG COMMUNICATIONS LAB,13,A+,1.5
20B81A04C0,R2022048,DIGITAL IC DESIGN LAB,13,A,1.5
20B81A04C0,R2022049,SOFT SKILLS,0,A+,2.0
20B81A04C0,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04C1,R2022041,ELECTRONIC CIRCUIT ANALYSIS,22,F,0.0
20B81A04C1,R2022042,DIGITAL IC DESIGN,26,C,3.0
20B81A04C1,R2022043,ANALOG COMMUNICATIONS,29,C,3.0
20B81A04C1,R2022044,LINEAR CONTROL SYSTEMS,26,C,3.0
20B81A04C1,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,27,C,3.0
20B81A04C1,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,15,A+,1.5
20B81A04C1,R2022047,ANALOG COMMUNICATIONS LAB,14,A+,1.5
20B81A04C1,R2022048,DIGITAL IC DESIGN LAB,14,A+,1.5
20B81A04C1,R2022049,SOFT SKILLS,0,A+,2.0
20B81A04C1,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04C2,R2022041,ELECTRONIC CIRCUIT ANALYSIS,9,F,0.0
20B81A04C2,R2022042,DIGITAL IC DESIGN,12,F,0.0
20B81A04C2,R2022043,ANALOG COMMUNICATIONS,19,F,0.0
20B81A04C2,R2022044,LINEAR CONTROL SYSTEMS,15,D,3.0
20B81A04C2,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,9,F,0.0
20B81A04C2,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,3,C,1.5
20B81A04C2,R2022047,ANALOG COMMUNICATIONS LAB,11,A,1.5
20B81A04C2,R2022048,DIGITAL IC DESIGN LAB,10,B,1.5
20B81A04C2,R2022049,SOFT SKILLS,0,A,2.0
20B81A04C2,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04C3,R2022041,ELECTRONIC CIRCUIT ANALYSIS,16,D,3.0
20B81A04C3,R2022042,DIGITAL IC DESIGN,22,C,3.0
20B81A04C3,R2022043,ANALOG COMMUNICATIONS,22,C,3.0
20B81A04C3,R2022044,LINEAR CONTROL SYSTEMS,21,C,3.0
20B81A04C3,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,23,D,3.0
20B81A04C3,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,14,A,1.5
20B81A04C3,R2022047,ANALOG COMMUNICATIONS LAB,11,A,1.5
20B81A04C3,R2022048,DIGITAL IC DESIGN LAB,14,A+,1.5
20B81A04C3,R2022049,SOFT SKILLS,0,A,2.0
20B81A04C3,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04C4,R2022041,ELECTRONIC CIRCUIT ANALYSIS,18,D,3.0
20B81A04C4,R2022042,DIGITAL IC DESIGN,20,C,3.0
20B81A04C4,R2022043,ANALOG COMMUNICATIONS,27,C,3.0
20B81A04C4,R2022044,LINEAR CONTROL SYSTEMS,24,D,3.0
20B81A04C4,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,28,D,3.0
20B81A04C4,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,14,A,1.5
20B81A04C4,R2022047,ANALOG COMMUNICATIONS LAB,12,A,1.5
20B81A04C4,R2022048,DIGITAL IC DESIGN LAB,13,A,1.5
20B81A04C4,R2022049,SOFT SKILLS,0,A+,2.0
20B81A04C4,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04C5,R2022041,ELECTRONIC CIRCUIT ANALYSIS,22,F,0.0
20B81A04C5,R2022042,DIGITAL IC DESIGN,14,F,0.0
20B81A04C5,R2022043,ANALOG COMMUNICATIONS,18,F,0.0
20B81A04C5,R2022044,LINEAR CONTROL SYSTEMS,18,F,0.0
20B81A04C5,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,18,E,3.0
20B81A04C5,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,12,A,1.5
20B81A04C5,R2022047,ANALOG COMMUNICATIONS LAB,13,A,1.5
20B81A04C5,R2022048,DIGITAL IC DESIGN LAB,15,A,1.5
20B81A04C5,R2022049,SOFT SKILLS,0,A,2.0
20B81A04C5,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04C6,R2022041,ELECTRONIC CIRCUIT ANALYSIS,18,F,0.0
20B81A04C6,R2022042,DIGITAL IC DESIGN,19,E,3.0
20B81A04C6,R2022043,ANALOG COMMUNICATIONS,23,D,3.0
20B81A04C6,R2022044,LINEAR CONTROL SYSTEMS,16,F,0.0
20B81A04C6,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,28,C,3.0
20B81A04C6,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,10,A,1.5
20B81A04C6,R2022047,ANALOG COMMUNICATIONS LAB,13,A+,1.5
20B81A04C6,R2022048,DIGITAL IC DESIGN LAB,13,A,1.5
20B81A04C6,R2022049,SOFT SKILLS,0,A,2.0
20B81A04C6,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04C7,R2022041,ELECTRONIC CIRCUIT ANALYSIS,18,D,3.0
20B81A04C7,R2022042,DIGITAL IC DESIGN,17,D,3.0
20B81A04C7,R2022043,ANALOG COMMUNICATIONS,24,C,3.0
20B81A04C7,R2022044,LINEAR CONTROL SYSTEMS,18,D,3.0
20B81A04C7,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,21,F,0.0
20B81A04C7,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,10,A,1.5
20B81A04C7,R2022047,ANALOG COMMUNICATIONS LAB,13,A,1.5
20B81A04C7,R2022048,DIGITAL IC DESIGN LAB,13,B,1.5
20B81A04C7,R2022049,SOFT SKILLS,0,A,2.0
20B81A04C7,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04C8,R2022041,ELECTRONIC CIRCUIT ANALYSIS,21,E,3.0
20B81A04C8,R2022042,DIGITAL IC DESIGN,20,D,3.0
20B81A04C8,R2022043,ANALOG COMMUNICATIONS,21,C,3.0
20B81A04C8,R2022044,LINEAR CONTROL SYSTEMS,19,E,3.0
20B81A04C8,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,21,D,3.0
20B81A04C8,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,10,B,1.5
20B81A04C8,R2022047,ANALOG COMMUNICATIONS LAB,15,A+,1.5
20B81A04C8,R2022048,DIGITAL IC DESIGN LAB,10,B,1.5
20B81A04C8,R2022049,SOFT SKILLS,0,A,2.0
20B81A04C8,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04C9,R2022041,ELECTRONIC CIRCUIT ANALYSIS,16,E,3.0
20B81A04C9,R2022042,DIGITAL IC DESIGN,19,F,0.0
20B81A04C9,R2022043,ANALOG COMMUNICATIONS,18,E,3.0
20B81A04C9,R2022044,LINEAR CONTROL SYSTEMS,14,F,0.0
20B81A04C9,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,21,E,3.0
20B81A04C9,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,9,B,1.5
20B81A04C9,R2022047,ANALOG COMMUNICATIONS LAB,13,A+,1.5
20B81A04C9,R2022048,DIGITAL IC DESIGN LAB,13,B,1.5
20B81A04C9,R2022049,SOFT SKILLS,0,A,2.0
20B81A04C9,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
20B81A04D0,R2022041,ELECTRONIC CIRCUIT ANALYSIS,21,F,0.0
20B81A04D0,R2022042,DIGITAL IC DESIGN,21,E,3.0
20B81A04D0,R2022043,ANALOG COMMUNICATIONS,21,F,0.0
20B81A04D0,R2022044,LINEAR CONTROL SYSTEMS,19,F,0.0
20B81A04D0,R2022045,MANAGEMENT AND ORGANIZATIONAL BEHAVIOR,22,D,3.0
20B81A04D0,R2022046,ELECTRONIC CIRCUIT ANALYSIS LAB,10,A,1.5
20B81A04D0,R2022047,ANALOG COMMUNICATIONS LAB,12,A,1.5
20B81A04D0,R2022048,DIGITAL IC DESIGN LAB,13,B,1.5
20B81A04D0,R2022049,SOFT SKILLS,0,A,2.0
20B81A04D0,R202204A,CONSTITUTION OF INDIA,0,COMPLE,0.0
